Key,Player,Time,Opp,Price,LW_Price,Change,Name,Team,Pos
Andre Baccellia-ARI,Andre Baccellia (ARI - WR) ,Sun 4:05PM,@SEA,4600,4700,-100,Andre Baccellia,ARI,WR
KaVontae Turpin-DAL,KaVontae Turpin (DAL - WR) ,Sun 8:20PM,@PHI,4600,4600,0,KaVontae Turpin,DAL,WR
Devine Ozigbo-DEN,Devine Ozigbo (DEN - RB) ,Mon 8:15PM,@LAC,4600,4600,0,Devine Ozigbo,DEN,RB
Ray-Ray McCloud-SF,Ray-Ray McCloud (SF - WR) ,Sun 1:00PM,@ATL,4600,5000,-400,Ray-Ray McCloud,SF,WR
Ty Johnson-NYJ,Ty Johnson (NYJ - RB) ,Sun 1:00PM,@GB,4600,4600,0,Ty Johnson,NYJ,RB
Ke'Shawn Vaughn-TB,Ke'Shawn Vaughn (TB - RB) ,Sun 1:00PM,@PIT,4600,5200,-600,Ke'Shawn Vaughn,TB,RB
Andy Isabella-BAL,Andy Isabella (BAL - WR) ,Sun 1:00PM,@NYG,4600,4600,0,Andy Isabella,BAL,WR
Penny Hart-SEA,Penny Hart (SEA - WR) ,Sun 4:05PM,ARI,4600,4600,0,Penny Hart,SEA,WR
Alec Ingold-MIA,Alec Ingold (MIA - RB) ,Sun 1:00PM,MIN,4600,4600,0,Alec Ingold,MIA,RB
Zach Gentry-PIT,Zach Gentry (PIT - TE) ,Sun 1:00PM,TB,4600,4300,300,Zach Gentry,PIT,TE
Auden Tate-PHI,Auden Tate (PHI - WR) ,Sun 8:20PM,DAL,4600,4600,0,Auden Tate,PHI,WR
Juwan Johnson-NO,Juwan Johnson (NO - TE) ,Sun 1:00PM,CIN,4600,4700,-100,Juwan Johnson,NO,TE
Dezmon Patmon-IND,Dezmon Patmon (IND - WR) ,Sun 1:00PM,JAC,4600,4600,0,Dezmon Patmon,IND,WR
Jake Funk-LAR,Jake Funk (LAR - RB) ,Sun 4:05PM,CAR,4600,4800,-200,Jake Funk,LAR,RB
Demetric Felton-CLE,Demetric Felton Jr. (CLE - WR) ,Sun 1:00PM,NE,4600,4600,0,Demetric Felton,CLE,WR
Darrynton Evans-CHI,Darrynton Evans (CHI - RB) ,Thu 8:15PM,WAS,4600,4600,0,Darrynton Evans,CHI,RB
Benny Snell-PIT,Benny Snell Jr. (PIT - RB) ,Sun 1:00PM,TB,4600,4600,0,Benny Snell,PIT,RB
Lil'Jordan Humphrey-NE,Lil'Jordan Humphrey (NE - WR) ,Sun 1:00PM,@CLE,4600,4700,-100,Lil'Jordan Humphrey,NE,WR
Tyrie Cleveland-DEN,Tyrie Cleveland (DEN - WR) ,Mon 8:15PM,@LAC,4600,4600,0,Tyrie Cleveland,DEN,WR
Trey Ragas-LAR,Trey Ragas (LAR - RB) ,Sun 4:05PM,CAR,4600,5000,-400,Trey Ragas,LAR,RB
Antoine Wesley-ARI,Antoine Wesley (ARI - WR) ,Sun 4:05PM,@SEA,4600,4600,0,Antoine Wesley,ARI,WR
Dee Eskridge-SEA,Dee Eskridge (SEA - WR) ,Sun 4:05PM,ARI,4600,4700,-100,Dee Eskridge,SEA,WR
Rico Dowdle-DAL,Rico Dowdle (DAL - RB) ,Sun 8:20PM,@PHI,4600,4600,0,Rico Dowdle,DAL,RB
Patrick Taylor-GB,Patrick Taylor Jr. (GB - RB) ,Sun 1:00PM,NYJ,4600,4600,0,Patrick Taylor,GB,RB
Tony Jones-SEA,Tony Jones Jr. (SEA - RB) ,Sun 4:05PM,ARI,4600,5000,-400,Tony Jones,SEA,RB
Kene Nwangwu-MIN,Kene Nwangwu (MIN - RB) ,Sun 1:00PM,@MIA,4600,4900,-300,Kene Nwangwu,MIN,RB
Ihmir Smith-Marsette-CHI,Ihmir Smith-Marsette (CHI - WR) ,Thu 8:15PM,WAS,4600,4600,0,Ihmir Smith-Marsette,CHI,WR
Jordan Mason-SF,Jordan Mason (SF - RB) ,Sun 1:00PM,@ATL,4600,5500,-900,Jordan Mason,SF,RB
Isaiah Likely-BAL,Isaiah Likely (BAL - TE) ,Sun 1:00PM,@NYG,4600,4200,400,Isaiah Likely,BAL,TE
Seth Williams-JAX,Seth Williams (JAC - WR) ,Sun 1:00PM,@IND,4600,4600,0,Seth Williams,JAX,WR
Anthony Schwartz-CLE,Anthony Schwartz (CLE - WR) ,Sun 1:00PM,NE,4600,4600,0,Anthony Schwartz,CLE,WR
Laviska Shenault-CAR,Laviska Shenault Jr. (CAR - WR) ,Sun 4:05PM,@LAR,4600,4600,0,Laviska Shenault,CAR,WR
Jalen Tolbert-DAL,Jalen Tolbert (DAL - WR) ,Sun 8:20PM,@PHI,4600,4600,0,Jalen Tolbert,DAL,WR
Jaret Patterson-WAS,Jaret Patterson (WAS - RB) ,Thu 8:15PM,@CHI,4600,4600,0,Jaret Patterson,WAS,RB
Simi Fehoko-DAL,Simi Fehoko (DAL - WR) ,Sun 8:20PM,@PHI,4600,4600,0,Simi Fehoko,DAL,WR
Amari Rodgers-GB,Amari Rodgers (GB - WR) ,Sun 1:00PM,NYJ,4600,4600,0,Amari Rodgers,GB,WR
Dax Milne-WAS,Dax Milne (WAS - WR) ,Thu 8:15PM,@CHI,4600,4600,0,Dax Milne,WAS,WR
Cole Kmet-CHI,Cole Kmet (CHI - TE) ,Thu 8:15PM,WAS,4600,4600,0,Cole Kmet,CHI,TE
Jaelon Darden-TB,Jaelon Darden (TB - WR) ,Sun 1:00PM,@PIT,4600,4600,0,Jaelon Darden,TB,WR
Dyami Brown-WAS,Dyami Brown (WAS - WR) ,Thu 8:15PM,@CHI,4600,4600,0,Dyami Brown,WAS,WR
Dazz Newsome-CHI,Dazz Newsome (CHI - WR) ,Thu 8:15PM,WAS,4600,4600,0,Dazz Newsome,CHI,WR
